SchoolName,Street,City,State,Zip,Address,PhysicalAddress,PhysicalCity,PhysicalState,PhysicalZip,Phone,Email,Website,Administrator,latitude,longitude
Heritage Christian Academy,PO Box 1771,NEWPORT,NC,28570,"163 Holly Springs Rd Newport, NC 28570",163 Holly Springs Rd,Newport,NC,28570,(910) 330-1113,heatherleighministriesllc@gmail.com,www.hca-hollysprings.com,Heather Parker Raynor,34.80073993,-76.9037493
Heritage Christian Academy,P.O. Box 2138,Sylva,NC,28779,"1955 Webster Road Sylva, NC 28779",1955 Webster Road,Sylva,NC,28779,(828) 631-3835,hcaacademy1@gmail.com,www.hcaofsylva.org,Latasha  Queen,35.34036358,-83.22769922
Heritage Classical Academy,PO Box 1483,Albemarle,NC,28002,"401 Park Ridge Road Albemarle, NC 28001",401 Park Ridge Road,Albemarle,NC,28001,(704) 322-7445,amy.phibbs@myheritageclassical.com,https://www.myheritageclassical.com/,Amy  Phibbs,35.371045,-80.189269
Heritage Leadership Academy,PO Box 130,Holly Springs,NC,27540,"2080 E. Williams Street Raleigh, NC 27606",2080 E. Williams Street,Raleigh,NC,27606,(919) 275-0655,cchaney@heritageacademy-nc.org,www.heritageleadershipacademy.com,Carl O. Chaney,35.689438,-78.83561
Heritage Leadership Academy - Durham,PO Box 130,Holly Springs,NC,27540,"2335 Presidential Drive Durham, NC 27703",2335 Presidential Drive,Durham,NC,27703,(919) 275-0655,jmitchell@heritageacademy-nc.org,www.heritageleadershipacademy.com,Carl  Chaney,35.9272378,-78.8409653
Heritage Leadership Academy - Fuquay Campus,PO Box 130,Holly Springs,NC,27540,"152 Wagstaff Road Fuquay-Varina, NC 27526",152 Wagstaff Road,Fuquay-Varina,NC,27526,NA,aross@heritageacademy-nc.org,NA,Amber  Ross,35.56846511,-78.80454988
Heritage Leadership Academy - Lower Apex,PO Box 130,Holly Springs,NC,27540,"3000 Lufkin Road Apex, NC 27539",3000 Lufkin Road,Apex,NC,27539,NA,magar@heritageacademy-nc.org,NA,Marcia  Agar,35.7155118,-78.836861
Heritage Leadership Academy - North Raleigh,PO Box 130,Holly Springs,NC,27540,"3901 Capital Hills Drive Raleigh, NC 27616",3901 Capital Hills Drive,Raleigh,NC,27616,(910) 890-7297,lclaggett@heritageacademy-nc.org,NA,Laura  Claggett,35.88692185,-78.57280435
Holden Beach Christian Acad.,2428 Seashore Rd.,Supply,NC,28462,"2428 Seashore Rd. Supply, NC 28462",2428 Seashore Rd.,Supply,NC,28462,(910) 842-7822,hbca1234@gmail.com,www.hbca.weebly.com,Ms. Keely  Swiatocho,33.923641,-78.314194
Homestead Christian School,P.O. Box 11,Dublin,NC,28332,"34 Third Street Dublin, NC 28332",34 Third Street,Dublin,NC,28332,(910) 549-8317,phester1950@gmail.com,NA,Peggy  Hester,34.6584482,-78.7266293
Hope Mennonite School,25 Mainstem Road,Pantego,NC,27860,"680 Mainstem Rd Pantego, NC 27860",680 Mainstem Rd,Pantego,NC,27860,(252) 943-5570,mrbford1@gmail.com,NA,Mr. Merle  Beiler,35.634949,-76.573047
Hope Preparatory School,P.O. Box 5144,Kinston,NC,28503,"2600 Rouse Road Kinston, NC 28504",2600 Rouse Road,Kinston,NC,28504,(252) 549-4164,info@hopeprepschool.org,www.hopeprepschool.org,Diane  Spear,35.320039,-77.614654
Ibn Sina Islamic Academy,1203 Frances Daily Ct,Colfax,NC,27235,,NA,NA,NC,NA,(336) 508-7402,1203ICT@gmail.com,NA,Mujahid Issam Ashqer,NA,NA
Impact Preparatory Christian Academy,PO Box 630,Clemmons,NC,27012,"2101 Lewisvillle Clemmons Rd Clemmons, NC 27012",2101 Lewisvillle Clemmons Rd,Clemmons,NC,27012,(336) 714-4059,pastordossie@agapefaith.com,impactprepca.com,Dossie A Poteat,36.047384,-80.385249
Increase Learning Center,P.O. Box 235,Reidsville,NC,27320,"605 Montgomery Street Reidsville, NC 27320",605 Montgomery Street,Reidsville,NC,27320,(336) 349-5270,assemblyministry@bellsouth.net,NA,Mrs. Linda L. Cobb,36.3555214,-79.6582361
Infinite Minds Academy,PO Box 276,Candor,NC,27229,"842 Ophir Ave Troy, NC 27209",842 Ophir Ave,Troy,NC,27209,(910) 975-5654,infinitemindsacademy@outlook.com,NA,Destiny Rose Garner,35.36893174,-79.89553995
Jefferson Day School,P.O. Box 25286,Winston-Salem,NC,27101,"1210 Bolton Street Winston-Salem, NC 27103",1210 Bolton Street,Winston-Salem,NC,27103,(336) 727-4822,jeffersondayschoolws@gmail.com,www.jeffersondayschool.org,Ms. Vea  Snyder,36.07538845,-80.29096305
Judah Christian Academy,PO Box 307,Stanley,NC,28164,"299 S. Peterson Street Stanley, NC 28164",299 S. Peterson Street,Stanley,NC,28164,(980) 329-5521,JMayberry7@live.com,www.judahchristianacademy.com,John D. Mayberry,35.356839,-81.091087
Knowledge is Power Early Lrng Prog,PO Box 620395,Charlotte,NC,28262,"2312 Orton Street Charlotte, NC 28208",2312 Orton Street,Charlotte,NC,28208,(704) 394-8052,kipearlylearning@gmail.com,www.knowledgeispowerinc.org,Ms. Cassandra  Drakeford,35.23401277,-80.89288098
Lake Norman Christian School,PO Box 4267,Davidson,NC,28036,"14813 N. Old Statesville Rd. Huntersville, NC 28078",14813 N. Old Statesville Rd.,Huntersville,NC,28078,(704) 987-9811,info@lknc.org,www.lknc.org,Christian  Williams,35.41352065,-80.84327717
Lawrence Academy,P.O. Box 70,Merry Hill,NC,27957,"148 Avoca Farm Road Merry Hill, NC 27957",148 Avoca Farm Road,Merry Hill,NC,27957,(252) 482-4748,kford@lawrenceacademy.org,www.lawrenceacademy.org,Mr. Katrina  Ford,36.0098823,-76.7691141
LifeSpring Academy,PO Box 1567,Clayton,NC,27528,"4967 US Hwy 70 Bus W  Clayton 27520 Clayton, NC 27520",4967 US Hwy 70 Bus W  Clayton 27520,Clayton,NC,27520,(919) 279-2952,bobbi@lifespringacademy.com,www.lifespringacademy.com,Bobbi  Roe,35.581667,35.581667
Long Hill Christian School,PO Box 545,Troy,NC,27371,"637 Capelsie Road Candor, NC 27227",637 Capelsie Road,Candor,NC,27227,(910) 572-2265,longhillchristian@gmail.com,www.longhillchristianschool.org,Heather  Carhart,35.325511,-79.878372
Metrolina Christian Academy,P.O. Box 1460,Indian Trail,NC,28079,"732 Indian Trail - Fairview Road Indian Trail, NC 28079",732 Indian Trail - Fairview Road,Indian Trail,NC,28079,(704) 882-3375,lynn.laney@fbcit.org,www.metrolinachristian.org,Rev. Rick  Calloway,35.0853196,-80.65765881
Millers Creek Christian School,P.O. Box 559,Millers Creek,NC,28651,"5100 Old Boone Trail Rd. Millers Creek, NC 28651",5100 Old Boone Trail Rd.,Millers Creek,NC,28651,(336) 838-2517,rbadgett@mccslions.org,www.millerscreekchristianschool.org,Laura  Sturgill,36.187422,-81.234807
Mishkah Academy,1901 Autumn Shade Drive,Apex,NC,27523,"101 Preston Executive Drive  Suite 101 Cary, NC 27513",101 Preston Executive Drive  Suite 101,Cary,NC,27513,(919) 412-3528,asadmansari@gmail.com,NA,Dina  Shabark,35.791215,-78.825588
Mount Calvary Christian Acad.,P.O. Box 250,Hookerton,NC,28538,"532 East Main Street Hookerton, NC 28538",532 East Main Street,Hookerton,NC,28538,(252) 747-8111,schooloffice@mtcalvaryfwbchurch.com,www.mtcalvaryfwbchurch.com,Mr. Frank  Rice,35.42483244,-77.58491894
New Hope Christian Academy,P.O. Box 248,Wallace,NC,28466,"212 West Main Street NA, NA NA",212 West Main Street,NA,NA,NA,(910) 285-5922,nhca@wallacefirstag.com,www.wallacefirstag.com,Rev. Leo  Bracken,34.734057,-77.998818
New Independence Academy,171 NC Hwy 111 South,Goldsboro,NC,27543,"3000 Summit Road Goldsboro, NC 27534",171 NC Hwy 111 South,Goldsboro,NC,27543,(919) 288-1476,jessica.weaver@new-independence.com,www.newindependence.org,Jessica  Weaver,35.375385,-77.935905
New Kituwah Academy,PO Box 486,Cherokee,NC,28719,"60 Waterdam Road Cherokee, NC 28719",60 Waterdam Road,Cherokee,NC,28719,(828) 359-6401,kylishul@ebci-nsn.gov,www.ebcikpep.com,Kylie  Shuler,35.501035,-83.31015
New Manna Christian School,P.O. Box 1085,Marion,NC,28752,"225 East Court Street Marion, NC 28752",225 East Court Street,Marion,NC,28752,(828) 652-7729,louannstyles@newmannabaptist.com,nmcswind.com,Mr. Anthony  Shirley,35.68545656,-82.00554332
New Vision Christian Academy,PO Box 384,Murfreesboro,NC,27855,"1845 NC Hwy 11 South Murfreesboro, NC 27855",1845 NC Hwy 11 South,Murfreesboro,NC,27855,(252) 398-3625,dp67344@gmail.com,NA,Elizabeth  Pridgen,36.429638,-77.091415
Norlina Christian School,P.O. Box 757,Norlina,NC,27563,"305 Old Warrenton Road Norlina, NC 27563",305 Old Warrenton Road,Norlina,NC,27563,(252) 456-3385,ncsfinance1984@gmail.com,NA,Mr. William  Riley,36.439126,-78.188863
Oak Grove Christian Academy,PO Box 1186,Edenton,NC,27932,"131 Morristown Rd Edenton, NC 27932",131 Morristown Rd,Edenton,NC,27932,(252) 642-9854,oakgroveedenton@gmail.com,www.oakgroveedenton.com,Rebecca Voss Ammons,36.13448848,-76.65905928
O'Neal School,P.O. Box 290,Southern Pines,NC,28388,"3300 Airport Road Southern Pines, NC 28387",3300 Airport Road,Southern Pines,NC,28387,(910) 692-6920,jelmore@onealschool.org,www.onealschool.org,Mr. John  Elmore,35.224152,-79.406689
Palisades Episcopal School,13120 Grand Palisades Parkway,Charlotte,NC,28278,"13120 Grand Palisades Parkway Charlotte, NC 28278",13120 Grand Palisades Parkway,Charlotte,NC,28278,(704) 583-1825,khughes@pescharlotte.org,www.pescharlotte.org,Mrs. Kerin S. Hughes,35.07027395,-81.04455131
Pamlico Christian Academy,P.O. Box 68,Grantsboro,NC,28529,"11089 Highway 55 Grantsboro, NC 28529",11089 Highway 55,Grantsboro,NC,28529,(252) 745-0462,office@pamlicochristianacademy.org,www.pamlicochristianacademy.org,Earl  Sadler  Jr,35.143034,-76.838719
Pathway Christian Academy,P.O. Box 1895,Goldsboro,NC,27533,"1302 South George Street  Goldsboro 27530 Goldsboro, NC 27530",1302 South George Street  Goldsboro 27530,Goldsboro,NC,27530,(919) 735-9176,themailpath@cs.com,www.pathwayacademy.org,Sherry  Worthington,35.36470936,-78.0089224
PC Academy,5530 Swepsonville-Sax Road,Graham,NC,27253,"1423 N. Church Street Burlington, NC 27217",1423 N. Church Street,Burlington,NC,27217,(336) 380-7339,theparrishchurch@gmail.com,NA,ElderRicky  Hooker,36.09688041,-79.41377926
Peletah Academic Center for Excellence,PO Box 14253,New Bern,NC,28561,"1909 Trent Blvd. New Bern, NC 28560",1909 Trent Blvd.,New Bern,NC,28560,(252) 633-1624,peletahministries@yahoo.com,www.peletahministries.com/pace,Dawn Baldwin Gibson,35.1051676,-77.0689724
PH&L Academy,P.O. BOX 87073,Fayetteville,NC,28304,"620 Rainforest Rd Hope Mills, NC 28348",620 Rainforest Rd,Hope Mills,NC,28348,(910) 424-4646,pamperhugsluvs1@yahoo.com,NA,Kimberly  Malloy,34.929842,-78.910684
Playmates Childcare and Development Center,PO Box 460,Pine Level,NC,27568,"115 East Pine Street Pine Level, NC 27568",115 East Pine Street,Pine Level,NC,27568,(919) 202-9700,angie@playmateschildcareinc.com,NA,Angela  Rollins,35.5120583,-78.24412198
Providence: A Christ. Mon. Co,PO Box 1473,Burlington,NC,27216,"2307 Eric Lane Burlington, NC 27215",2307 Eric Lane,Burlington,NC,27215,(336) 350-9181,denise@providencecmc.com,www.ProvidenceCMC.com,Denise  Marti,36.06479563,-79.4736174
Pursuit Prep,P.O. Box 813,Denver,NC,28037,"537 N. HWY 16 Business Denver, NC 28037",537 N. HWY 16 Business,Denver,NC,28037,(704) 991-5304,jordanpedersen@pursuitchurch.org,NA,Jordan  Pedersen,35.457227,-80.992901
R. C. Smith Christian Academy,PO Box 481065,Charlotte,NC,28269,"1908 S. Ridge Ave. Kannapolis, NC 28083",1908 S. Ridge Ave.,Kannapolis,NC,28083,(704) 650-1732,renatasmith02@yahoo.com,rcsmithchristianacademy.org,Mrs. Renata  Clyburn,35.46654927,-80.62014273
Rainbow Christian Academy,2221 Blevins Creek Road,Elk Park,NC,28622,"2265 Blevins Creek Road Elk Park, NC 28622",2265 Blevins Creek Road,Elk Park,NC,28622,(828) 387-0799,choirs4him@yahoo.com,NA,Pastor Michael  Stines,36.13977358,-81.93619863
Rhema Academy,PO BOX 7446,Wilson,NC,27895,"1503 Black Creek Rd SE Wilson, NC 27893",1503 Black Creek Rd SE,Wilson,NC,27893,(252) 674-1593,rwccwilson@gmail.com,Www.rwccwilson.org,Latoya  Brewington,35.70782894,-77.90490405
Rhema Christian Academy,PO Box 11264,Goldsboro,NC,27532,"900 Eleventh Street Goldsboro, NC 27534",900 Eleventh Street,Goldsboro,NC,27534,(919) 738-1441,lmclamb@hotmail.com,NA,Mrs. Linda  Gorham,35.403495,-77.972397
Ridgecroft School,P.O. Box 1008,Ahoskie,NC,27910,"420 NC Highway 11 North Ahoskie, NC 27910",420 NC Highway 11 North,Ahoskie,NC,27910,(252) 332-2964,rhjohnson@ridgecroft.org,www.ridgecroftschool.org,Mr. Russell H. Johnson,36.35096434,-77.0087635
Rising Stars,PO BOX 207,Farmville,NC,27828,"3444 Bynum Road Farmville, NC 27828",3444 Bynum Road,Farmville,NC,27828,(252) 228-0035,risingstarsoffarmville@gmail.com,NA,Lynda  Kachman,35.60567,-77.590533
Rockwell Christian School,P.O. Box 609,Rockwell,NC,28138,"401 Depot Street Rockwell, NC 28138",401 Depot Street,Rockwell,NC,28138,(704) 279-8854,david.case@rockwellchristian.com,www.rockwellchristianschool.com,Mr. David  Case,35.547207,-80.406573
Rod of God Christian Academy,PO Box 240381,Charlotte,NC,28224,"7300 South Tryon Street Charlotte, NC 28217",7300 South Tryon Street,Charlotte,NC,28217,(704) 408-3907,allen_annette@msn.com,www.rodofgod.com,Dr. Annette  Allen,35.1554114,-80.92301324
Roxboro Christian Academy,P.O. Box 1357,Roxboro,NC,27573,"640 Wesleyan Heights Rd. Roxboro, NC 27573",640 Wesleyan Heights Rd.,Roxboro,NC,27573,(336) 599-0208,rcaoffice@roxborochristianacademy.com,www.roxborochristianacademy.org,Mrs. Nancy L. Clayton,36.384269,-78.99957
RS Prepartory Academy,P.O. Box 5295,Statesville,NC,28687,"691 N. Main St Troutman, NC 28166",691 N. Main St,Troutman,NC,28166,(704) 253-0485,rsprepacademy@gmail.com,NA,Myron  Miller,35.718348,-80.898001
SABA,PO Box 1721,Pittsboro,NC,27312,"69 Robyns Nest Lane Pittsboro, NC 27312",69 Robyns Nest Lane,Pittsboro,NC,27312,(919) 704-2006,vtoomer@SABAcademy.org,www.SABAcademy.org,Valencia  Toomer,35.70530015,-79.18068128
Shepherd Academy,68 Fairfax Drive,Murphy,NC,28906,"68 Fairfax Drive Murphy, NC 28906",68 Fairfax Drive,Murphy,NC,28906,(828) 361-4239,shepherdacademy.murphy@gmail.com,shepherdacademymurphy.com,Tammy Sue  Ott,35.075862,-84.048269
Shiloh Community School LLC,PO Box 605,Madison,NC,27025,"204 W Decatur St Madison, NC 27025",204 W Decatur St,Madison,NC,27025,(336) 423-8482,shilohcommunityschoolllc@gmail.com,www.shilohcommunityschool.com,Ashley Suzanne Ashby,36.3888944,-79.9625112
Shiloh Institute of Learning,P.O. Box 286,Jacksonville,NC,28540,"50 Market Street Jacksonville, NC 28540",50 Market Street,Jacksonville,NC,28540,(910) 347-4861,bgray_shilohinstitute@yahoo.com,NA,Mr. Bobby  Gray,34.76484353,-77.4043953
Shine On Academy,PO Box 3986,Greenville,NC,27836,"925 Conference Drive Winterville, NC 28590",925 Conference Drive,Winterville,NC,28590,(252) 689-6645,info@acesforautismnc.com,NA,Bobbie Michelle Robinson,35.527848,-77.3991
Southeastern Christian Academy,P.O. Box 2328,Shallotte,NC,28459,"19 Red Bug Road SW Shallotte, NC 28470",19 Red Bug Road SW,Shallotte,NC,28470,(910) 754-2389,info@scashallotte.org,www.scashallotte.org,Ms. Kim  Lancaster,33.98546065,-78.35853849
Terra Ceia Christian School,4428 Christian School Road,Pantego,NC,27860,"4428 Christian School Rd Pantego, NC 27860",4428 Christian School Rd,Pantego,NC,27860,(252) 943-2485,info@tccschool.com,www.tccschool.com,Mr. Martin  Gelderman,35.6021724,-76.7652893
The Children's House Montessori School,P.O. Box 11313,Goldsboro,NC,27532,"1112 Parkway Drive  Goldsboro 27534 Goldsboro, NC 27534",1112 Parkway Drive  Goldsboro 27534,Goldsboro,NC,27534,(919) 778-6831,kristina.tchmontessori@gmail.com,www.childrenshouseinc.com,Mrs. Kristina  Pollock,35.38464283,-77.93929187
The Covenant School,PO Box 10454,GREENSBORO,NC,27409,"5904 W MARKET ST Greensboro, NC 27409",5904 W MARKET ST,Greensboro,NC,27409,(336) 740-5586,info@thecovenantschool.org,www.thecovenantschool.org,Mr. Drew  Hill,36.07648403,-79.90106764
The Heritage Creative Arts School,P.O. Box 248,Southern Pines,NC,28388,"152 S. Stephens Street Southern Pines, NC 28387",152 S. Stephens Street,Southern Pines,NC,28387,(910) 585-3736,revgrayjordan1@gmail.com,https://dgra84.wixsite.com/website,Debra L. Gray,35.18207647,-79.4005392
The Hope School For Autism,1383 Walker Rd,Thomasville,NC,27360-6143,"234 Cedar Lodge Rd Thomasville, NC 27360-6143",234 Cedar Lodge Rd,Thomasville,NC,27360-6143,(336) 953-7004,hsojazs@gmail.com,NA,Heather  Vuncannon,35.84960574,-80.07888901
The Outdoor Academy,43 Hart Road,Pisgah Forest,NC,28768,"43 Hart Road Pisgah Forest, NC 28768",43 Hart Road,Pisgah Forest,NC,28768,(828) 877-4349,jesse@enf.org,enf.org/outdoor-academy,Jesse  Pyles,35.23879043,-82.64471193
The School of Wonder,PO Box 7682,Wilmington,NC,28406,"4927 Wrightsville Ave. Wilmington, NC 28403",4927 Wrightsville Ave.,Wilmington,NC,28403,(910) 262-1590,info@theschoolofwonderilm.com,www.theschoolofwonderilm.com,Brittany Noel Andrews Conradie,34.213387,-77.877919
The WAVE Christian Academy,PO Box 28,Scotts,NC,28699,"135 Village Point Dr. Statesville, NC 28625",135 Village Point Dr.,Statesville,NC,28625,(980) 223-2862,Thewaveacademy@gmail.com,thewavestatesville.com,Tammy Hayes James,35.81671905,-80.98868537
Tree of Life Christian Academy,PO Box 98,Hickory,NC,28603,"1855 6th Street SE Hickory, NC 28602",1855 6th Street SE,Hickory,NC,28602,(828) 324-5656,sheilamspencer.him@gmail.com,www.treeoflifechristianacademy-hickory.com,Sheila M. Spencer,35.70512329,-81.32535269
Tri-County Academy,PO Box 692,Wallace,NC,28466,"800 North Teachey Road Wallce, NA 28466",800 North Teachey Road,Wallce,NA,28466,(910) 616-7173,felixahe@embarqmail.com,NA,Felix  Herring,34.745095,-77.992512
Trinity Baptist Academy,2722 US Highway 601 South,Mocksville,NC,27028,"2722 US Highway 601 South Mocksville, NC 27028",2722 US Highway 601 South,Mocksville,NC,27028,(336) 284-2404,mary.brinkley.tbc@gmail.com,N/A,Dr. Darrell  Cox,35.827582,-80.530468
Truth Christian Academy,PO Box 204,Ellenboro,NC,28040,"245 Main Street Ellenboro, NC 28040",245 Main Street,Ellenboro,NC,28040,(828) 305-4233,mcdanielfrankie129@gmail.com,NA,Sara Frances McDaniel,35.33142556,-81.7607308
Tutor All School,PO Box 2634,Elizabeth City,NC,27909,"214 Charles St Elizabeth City, NC 27909",127 Jordan Plaza,Elizabeth City,NC,27909,(252) 335-9807,mlittle27909@yahoo.com,NA,Mrs. Marlene  Little,35.314243,-77.603318
Uwharrie Learning Center,P.O. Box 259,Gold Hill,NC,28071,"665 Timber Trail Gold Hill, NC 28071",665 Timber Trail,Gold Hill,NC,28071,(704) 279-1199,maggiethomas@trtc.net,www.trtc.net,Mr. Maggie  Thomas,35.52988449,-80.27276639
Victory Baptist Church School,P.O. Box 592,Henderson,NC,27536,"475 J. P. Taylor Road Henderson, NC 27536",475 J. P. Taylor Road,Henderson,NC,27536,(252) 492-6079,reaster@vance.net,www.victorybaptistnc.com,Rev. Ricky  Easter,36.2950447,-78.3973008
Victory Christian Academy,90 Wood Store Road,Roanoke Rapids,NC,27870,"90 Wood Store Road Roanoke Rapids, NC 27870",90 Wood Store Road,Roanoke Rapids,NC,27870,(252) 400-1920,kbybee@vcarr.org,www.vcarr.org,Daniel  Bybee,36.466471,-77.6957119
VisionsEducationalAcademy,Po box96,Henderson,NC,27536,"200 Parkview Dr. Henderson, NC 27536",200 Parkview Dr.,Henderson,NC,27536,(252) 572-2734,Visionseducation1752@yahoo.com,visionseducation.weebly.com,Tina Beatrice Crews,36.337738,-78.427863
Wake Monarch Academy,PO Box 20194,Raleigh,NC,27619,"824 N. Bloodworth Street Raleigh, NC 27604",824 N. Bloodworth Street,Raleigh,NC,27604,(919) 925-6950,leah@wakemonarchacademy.org,https://www.wakemonarchacademy.org/,Leah  Wright,35.79095387,-78.63225579
Wanchese Christian Academy,P.O. Box 201,Wanchese,NC,27981,"39 The Lane Wanchese, NC 27981",39 The Lane,Wanchese,NC,27981,(252) 473-5797,schooloffice@wancheseag.org,www.wanchesechristianacademy.com,Mrs. Holly  Strum,35.842617,-75.62688814
Wayne Montessori School,P.O. Box 10646,Goldsboro,NC,27532,"103 Newhare Drive Goldsboro, NC 27534",103 Newhare Drive,Goldsboro,NC,27534,(919) 734-0051,waynemontessorischool@gmail.com,www.wayne-montessori.org,Ms. Adrienne  Strickland,35.580276,-77.355502
West Christian Academy,P.O. Box 2250,Shallotte,NC,28459,"20 Bliss Road NW Ocean Isle Beach, NC 28469",20 Bliss Road NW,Ocean Isle Beach,NC,28469,(910) 232-7093,wca28470@gmail.com,www.westchristianacademync.com,Dr. George F. West,33.950371,-78.487584
West Duplin Christian Academy,987 NC 24 & 50 Highways,Warsaw,NC,28398,"987 NC 24 & 50 Highways NA, NA NA",987 NC 24 & 50 Highways,NA,NA,NA,(910) 293-7519,NA,NA,Rev. Steve  Cayton,34.977445,-78.027214
Wolf Creek Academy,P.O. Box 2001,Mars Hill,NC,28754,"41 Beauty Spot Cove Rd Mars Hill, NC 28754",41 Beauty Spot Cove Rd,Mars Hill,NC,28754,(828) 680-9173,teresa@wolfcreekacademy.org,www.wolfcreekacademy.org,Teresa G. Ingram,35.94130976,-82.52838258
